Movie1,Movie2,Movie3,Movie4,Movie5,Movie6,Movie7,Movie8,Movie9,Movie10,Movie11,Movie12,Movie13,Movie14,Movie15,Movie16,Movie17,Movie18,Movie19,Movie20,Movie21,Movie22,Movie23,Movie24,Movie25,Movie26,Movie27,Movie28,Movie29,Movie30,Movie31,Movie32,Movie33,Movie34,Movie35,Movie36,Movie37,Movie38,Movie39,Movie40,Movie41,Movie42,Movie43,Movie44,Movie45,Movie46,Movie47,Movie48,Movie49,Movie50,Movie51,Movie52,Movie53,Movie54,Movie55,Movie56,Movie57,Movie58,Movie59,Movie60,Movie61,Movie62,Movie63,Movie64,Movie65,Movie66,Movie67,Movie68,Movie69,Movie70,Movie71,Movie72,Movie73,Movie74,Movie75,Movie76,Movie77,Movie78,Movie79,Movie80,Movie81,Movie82,Movie83,Movie84,Movie85,Movie86,Movie87,Movie88,Movie89,Movie90,Movie91,Movie92,Movie93,Movie94,Movie95,Movie96,Movie97,Movie98,Movie99,Movie100,Movie101,Movie102,Movie103,Movie104,Movie105,Movie106,Movie107,Movie108,Movie109,Movie110,Movie111,Movie112,Movie113,Movie114,Movie115,Movie116,Movie117,Movie118,Movie119,Movie120,Movie121,Movie122,Movie123,Movie124,Movie125,Movie126,Movie127,Movie128,Movie129,Movie130,Movie131,Movie132,Movie133,Movie134,Movie135,Movie136,Movie137,Movie138,Movie139,Movie140,Movie141,Movie142,Movie143,Movie144,Movie145,Movie146,Movie147,Movie148,Movie149,Movie150,Movie151,Movie152,Movie153,Movie154,Movie155,Movie156,Movie157,Movie158,Movie159,Movie160,Movie161,Movie162,Movie163,Movie164,Movie165,Movie166,Movie167,Movie168,Movie169,Movie170,Movie171,Movie172,Movie173,Movie174,Movie175,Movie176,Movie177,Movie178,Movie179,Movie180,Movie181,Movie182,Movie183,Movie184,Movie185,Movie186,Movie187,Movie188,Movie189,Movie190,Movie191,Movie192,Movie193,Movie194,Movie195,Movie196,Movie197,Movie198,Movie199,Movie200,Movie201,Movie202,Movie203,Movie204,Movie205,Movie206,Movie207,Movie208,Movie209,Movie210,Movie211,Movie212,Movie213,Movie214,Movie215,Movie216,Movie217,Movie218,Movie219,Movie220,Movie221,Movie222,Movie223,Movie224,Movie225,Movie226,Movie227,Movie228,Movie229,Movie230,Movie231,Movie232,Movie233,Movie234,Movie235,Movie236,Movie237,Movie238,Movie239,Movie240,Movie241,Movie242,Movie243,Movie244,Movie245,Movie246,Movie247,Movie248,Movie249,Movie250,Movie251,Movie252,Movie253,Movie254,Movie255,Movie256,Movie257,Movie258,Movie259,Movie260,Movie261,Movie262,Movie263,Movie264,Movie265,Movie266,Movie267,Movie268,Movie269,Movie270,Movie271,Movie272,Movie273,Movie274,Movie275,Movie276,Movie277,Movie278,Movie279,Movie280,Movie281,Movie282,Movie283,Movie284,Movie285,Movie286,Movie287,Movie288,Movie289,Movie290,Movie291,Movie292,Movie293,Movie294,Movie295,Movie296,Movie297,Movie298,Movie299,Movie300
3,2,3,2,0,4,0,4,0,2,5,1,4,4,5,5,0,0,4,2,0,0,0,1,1,1,0,0,3,1,2,0,5,3,4,1,0,3,2,3,2,0,1,1,3,0,0,0,0,2,0,5,0,4,3,3,5,1,1,4,3,1,0,3,0,5,2,4,5,1,2,4,1,2,3,0,5,4,2,1,3,4,4,0,0,0,0,0,0,0,3,0,3,2,1,4,5,1,0,3,2,3,2,3,0,0,2,5,0,1,0,3,1,5,0,3,2,0,0,5,2,0,2,2,0,2,0,0,0,5,1,0,1,1,0,5,3,4,1,5,1,0,1,1,0,4,5,1,0,1,1,0,0,3,0,0,4,3,5,2,2,1,0,4,4,5,1,0,4,4,4,2,0,0,0,2,0,1,2,5,0,1,3,4,5,0,0,1,4,0,1,4,5,0,3,0,0,2,0,4,0,3,5,3,5,5,5,2,0,3,4,1,0,0,4,1,5,0,0,1,5,0,0,3,5,1,3,4,0,2,1,4,3,2,1,5,2,0,4,1,0,0,3,5,0,1,5,5,0,5,0,5,3,2,2,0,3,2,5,1,0,0,0,5,0,0,3,0,0,5,0,2,2,0,1,3,1,5,4,0,3,3,1,3,0,3,1,1,0,1,4,0,0,0,3,4,3,0,1,1
2,0,0,4,1,5,0,5,0,2,3,4,3,5,1,4,2,0,4,0,0,5,4,3,5,4,1,4,3,0,0,2,1,0,5,2,3,4,1,3,3,5,3,5,0,0,4,5,5,2,0,0,1,0,3,1,3,5,1,4,5,5,3,0,2,1,0,0,0,1,5,0,3,1,4,5,0,1,1,1,3,4,0,5,1,0,0,1,1,0,5,1,1,0,4,0,2,1,5,3,0,2,0,2,0,4,3,5,0,1,0,1,5,3,5,0,5,0,4,2,5,1,5,1,4,5,4,0,2,0,1,0,5,2,0,2,1,0,2,0,0,4,5,5,2,2,4,2,0,1,2,1,0,4,0,2,1,2,3,2,0,3,2,1,2,0,5,2,0,0,1,3,1,5,4,2,5,0,1,0,1,2,3,0,0,1,2,5,1,4,0,0,0,3,0,0,2,4,1,5,0,1,0,3,5,4,2,3,5,0,5,0,3,1,0,2,0,4,0,1,2,4,3,0,5,0,3,4,1,0,0,0,1,0,3,0,0,1,0,2,5,0,1,1,0,0,5,0,2,1,0,1,3,5,3,2,0,2,5,3,2,2,5,1,2,5,0,1,0,0,1,3,4,5,0,1,0,0,1,5,0,4,1,0,0,1,0,2,4,1,1,2,0,5,3,0,5,0,0,3
5,3,0,5,0,3,2,1,5,1,2,5,5,1,4,1,0,0,2,2,5,3,3,5,3,0,1,4,4,5,0,0,1,0,0,5,1,1,0,3,5,2,2,5,5,5,0,0,0,0,0,2,0,5,5,0,1,0,3,4,0,3,5,0,3,3,0,4,0,5,0,4,1,0,3,0,3,0,1,3,3,0,2,4,1,4,5,1,5,0,3,4,0,3,4,3,0,0,5,0,2,5,0,2,2,0,5,0,3,2,4,3,1,0,2,3,1,3,3,4,4,3,1,2,2,5,0,2,0,0,4,4,5,2,3,0,1,2,1,4,4,5,0,2,1,4,1,4,1,4,1,0,0,0,0,1,5,0,2,0,5,0,0,0,1,1,0,3,0,5,5,0,5,5,2,3,2,3,5,3,5,5,2,2,4,1,4,0,3,5,5,0,0,3,3,5,4,1,4,2,3,3,4,1,0,0,1,4,1,0,1,2,5,4,5,5,4,0,0,0,3,0,0,0,0,3,0,2,1,0,5,3,4,0,1,5,0,0,2,1,2,2,0,3,4,3,3,5,4,1,4,1,4,2,4,5,0,3,5,1,1,0,2,0,0,3,2,5,3,0,5,4,0,2,1,4,3,3,5,2,0,5,0,3,3,2,0,5,0,1,4,4,0,2,2,4,1,0,3,1
3,1,0,5,0,4,4,1,4,0,0,0,0,4,0,5,3,3,2,5,0,1,3,3,0,5,0,4,5,1,4,5,4,0,2,1,0,3,0,0,1,3,0,1,4,0,3,3,0,1,0,1,5,0,5,3,5,4,0,4,4,3,1,4,3,1,2,3,0,1,4,4,5,0,4,0,3,5,5,5,2,1,1,0,1,1,4,5,4,0,0,5,0,0,3,2,3,0,4,3,2,4,5,4,4,5,4,0,5,5,2,3,2,5,0,3,5,3,3,2,3,5,1,1,1,5,0,2,5,5,5,3,0,3,4,2,5,0,0,5,5,1,5,0,3,2,2,1,2,2,0,3,4,1,2,4,1,2,0,0,0,1,0,1,0,4,5,2,0,0,1,4,1,5,4,0,4,2,0,4,5,2,0,3,4,0,0,1,4,3,2,5,4,5,5,3,4,0,3,2,1,5,1,5,3,2,0,3,4,1,1,2,2,0,3,0,1,0,3,0,4,3,0,3,1,1,4,5,4,1,3,4,5,1,0,4,4,4,0,0,5,1,2,3,0,1,4,2,2,0,0,1,2,2,0,0,2,2,4,0,2,5,1,3,1,4,0,2,4,1,4,3,1,2,0,5,4,0,2,0,5,0,4,2,5,0,0,4,3,2,0,4,0,3,4,4,2,3,1,2
4,2,2,0,0,0,0,0,1,0,3,2,0,0,0,0,2,5,0,3,0,4,1,5,3,0,1,5,4,0,2,1,4,0,5,0,4,5,3,4,5,1,0,3,2,0,5,0,5,3,2,1,0,2,0,3,1,3,0,2,5,4,0,3,0,3,2,0,0,3,3,0,3,2,1,0,0,1,3,3,5,3,0,4,4,2,2,3,4,0,1,1,3,3,5,1,1,3,3,5,5,2,4,0,1,5,0,0,0,2,4,0,2,0,2,2,1,5,5,3,0,3,1,2,5,0,2,5,0,1,1,1,0,2,4,0,5,4,4,1,4,0,3,2,0,5,2,5,2,5,0,5,3,1,2,3,1,0,0,0,3,0,5,0,5,5,5,3,0,4,0,3,1,2,2,2,5,5,3,5,0,5,3,0,4,4,4,4,2,0,0,4,1,2,1,0,5,0,0,4,0,3,0,0,4,5,0,4,2,3,0,2,5,0,0,2,0,1,0,5,1,0,5,1,0,2,3,3,0,4,5,2,2,0,4,5,0,0,0,4,4,5,5,5,4,0,0,0,5,2,2,1,5,2,1,0,4,1,0,0,3,3,3,0,3,2,2,5,2,0,3,2,4,3,1,3,2,4,0,4,1,1,5,5,3,5,4,5,4,0,5,5,0,2,5,4,0,1,2,5
1,2,3,4,0,3,2,5,1,4,2,4,5,3,0,0,2,1,4,3,3,0,5,5,3,1,1,1,4,5,5,0,2,4,0,0,1,3,0,5,4,1,2,0,2,2,2,3,3,3,3,2,0,5,0,4,1,4,4,4,5,1,4,3,5,3,3,4,3,0,3,4,3,5,5,5,2,5,5,0,0,0,5,0,2,4,3,0,4,3,4,3,3,4,2,0,4,3,1,3,5,0,4,2,3,2,0,3,0,5,5,1,5,3,5,0,4,5,3,4,3,4,0,5,5,1,0,1,0,5,0,1,0,2,1,0,0,0,1,2,3,1,0,5,1,3,5,5,3,3,0,4,0,4,4,0,0,5,0,1,0,5,5,0,5,4,1,4,0,0,4,0,5,1,2,4,4,4,0,1,5,0,3,1,4,0,4,5,1,1,0,3,4,3,0,5,0,3,5,1,0,0,5,1,5,3,2,3,2,0,4,5,1,0,2,3,4,5,5,3,4,0,0,0,2,1,3,0,0,0,0,0,3,1,3,1,5,1,2,4,0,0,0,4,0,4,0,4,0,3,0,0,4,5,0,5,5,3,1,5,0,4,2,4,3,5,1,5,4,1,5,0,4,3,3,5,2,4,5,0,0,1,4,1,4,2,3,2,5,3,5,2,4,5,0,0,0,0,0,3
3,1,4,1,1,2,1,1,5,3,0,4,0,0,5,3,5,3,3,5,0,1,1,1,0,0,5,2,2,4,0,3,1,0,2,4,1,0,5,1,2,0,3,4,2,3,5,0,5,0,0,3,0,1,3,3,2,4,0,2,0,1,4,2,0,0,5,1,5,3,0,0,3,2,0,3,2,0,5,5,4,5,0,1,1,2,5,1,4,0,4,5,3,4,3,2,4,4,2,2,0,5,4,4,0,2,0,2,0,3,0,0,5,0,3,2,3,0,2,3,4,2,0,4,2,3,2,3,4,1,4,3,5,4,5,0,3,3,1,0,4,3,4,5,0,1,4,2,1,0,2,0,4,2,1,2,3,4,4,4,0,1,4,1,2,1,1,0,5,0,0,0,5,2,4,4,2,0,0,3,2,0,1,4,5,0,5,1,4,1,0,2,4,1,4,4,0,0,1,0,0,2,4,0,5,0,0,4,0,4,2,1,0,5,0,0,3,2,0,0,4,1,4,4,3,0,3,0,0,2,4,0,1,4,0,0,0,4,1,5,4,0,0,0,0,0,1,0,5,5,1,0,5,3,0,5,2,5,1,4,2,4,4,2,0,5,5,0,5,2,3,0,0,2,5,1,2,0,0,2,0,2,0,2,5,5,3,4,4,2,4,5,1,2,4,5,3,4,0,1
4,4,5,4,0,5,2,0,0,5,1,5,3,4,0,2,0,5,5,5,1,1,4,0,0,4,5,1,0,4,2,5,3,2,2,0,0,0,5,0,5,1,1,4,0,0,0,1,3,0,2,4,3,0,3,4,5,5,2,0,5,4,2,5,3,2,3,3,3,2,5,1,0,2,1,1,1,4,2,4,1,0,4,2,0,4,4,1,1,1,5,4,1,2,5,0,0,0,2,3,0,0,4,1,0,0,0,2,0,1,5,4,0,5,3,4,0,3,5,0,1,3,1,0,0,4,3,4,5,4,2,0,4,5,1,0,0,0,4,1,0,0,0,5,0,4,2,4,1,5,2,5,5,4,2,2,5,2,2,0,3,1,3,2,0,1,1,0,1,0,0,0,1,4,0,1,0,4,0,0,0,4,4,5,0,5,3,0,0,0,3,4,4,0,4,2,0,1,3,0,5,3,5,4,0,4,5,5,5,1,0,0,0,0,0,4,5,1,1,2,0,1,1,0,1,0,0,0,1,1,3,1,0,5,3,0,1,0,0,3,3,3,4,4,4,3,2,3,1,2,4,5,2,0,2,2,3,1,0,4,0,5,2,1,5,4,0,0,5,0,0,4,1,3,0,0,4,4,2,0,0,0,2,0,5,0,3,0,4,0,5,4,0,1,2,1,3,5,0,0
3,2,0,1,0,5,5,2,0,1,2,5,0,1,5,5,4,3,0,4,2,5,2,0,1,4,4,1,3,4,2,4,3,2,0,1,5,1,5,0,5,0,0,5,4,3,0,3,4,0,3,0,2,5,1,5,1,5,3,2,3,2,0,0,1,0,5,4,4,2,4,0,3,2,0,0,0,0,0,2,2,2,0,2,2,5,3,1,5,5,0,2,1,0,4,2,2,0,0,4,5,4,3,5,2,5,1,1,0,5,2,1,2,3,1,4,3,0,0,1,3,3,1,0,5,4,0,0,3,1,0,4,3,5,2,3,0,0,1,1,1,2,1,0,1,0,5,0,0,0,1,0,4,4,4,2,4,1,3,4,4,3,1,2,4,3,0,0,2,3,0,3,4,5,2,1,1,5,3,3,3,3,0,0,4,2,3,4,1,0,4,3,3,0,4,3,4,3,0,1,2,3,3,4,4,3,0,3,4,0,0,0,5,4,0,0,3,0,5,2,4,5,5,0,1,3,0,4,4,0,3,2,4,3,3,1,0,5,3,3,2,1,3,3,0,5,2,2,2,5,5,0,0,0,1,0,5,4,5,1,0,1,0,5,0,4,2,4,2,0,5,2,1,5,0,5,5,3,4,4,0,0,1,5,3,3,5,2,2,0,1,3,0,5,3,1,1,0,0,0
3,0,3,5,0,4,2,3,2,5,2,3,0,1,3,2,0,3,3,0,1,0,0,5,4,5,2,3,4,5,0,1,0,3,0,0,3,4,1,1,0,3,3,2,1,2,4,5,2,1,4,3,4,2,0,2,0,0,0,0,4,4,3,2,0,5,2,0,0,5,0,2,0,0,0,3,0,0,4,1,3,3,1,0,2,4,3,5,0,2,5,5,5,1,0,1,3,0,4,3,2,0,3,0,4,1,2,0,1,5,4,5,4,1,1,4,1,1,2,5,0,5,0,2,5,5,2,0,5,1,5,4,3,5,4,2,4,0,5,2,4,3,1,1,0,1,0,0,4,4,2,4,5,4,0,2,2,5,0,1,4,3,4,5,0,2,1,0,3,1,1,0,0,0,5,4,0,4,0,0,4,0,0,3,5,4,5,5,5,5,1,4,3,5,3,1,1,0,5,2,0,4,2,1,5,3,1,0,5,4,4,5,5,4,3,0,0,2,0,5,5,3,2,4,1,0,2,0,0,5,4,0,5,2,0,1,5,3,4,0,0,0,1,0,0,0,4,0,5,2,4,0,0,4,4,2,0,0,1,2,2,4,5,5,3,3,1,3,3,1,0,3,5,3,0,4,0,2,4,0,0,2,0,3,1,0,3,0,2,2,5,5,1,0,4,2,5,0,5,0
4,1,4,0,3,0,2,0,2,2,4,0,3,2,1,0,2,1,4,2,2,1,0,3,2,0,3,1,0,0,5,0,0,4,3,4,5,2,2,2,0,0,2,5,0,0,5,0,1,0,0,2,5,1,5,2,4,3,4,0,2,1,0,0,4,3,0,0,2,1,0,2,0,4,5,3,1,0,5,0,3,3,1,3,0,5,0,5,0,0,0,5,0,3,0,0,5,2,0,0,3,1,2,0,4,0,5,3,1,5,5,0,0,1,4,0,5,2,2,5,4,0,3,2,0,1,2,0,0,0,1,1,2,5,4,3,1,0,5,3,0,5,3,5,3,0,5,0,0,4,3,4,2,5,1,4,0,0,4,5,0,0,0,2,0,0,2,1,3,3,0,2,5,2,3,3,0,4,0,3,1,1,5,4,4,3,3,5,4,1,2,5,2,1,1,2,0,2,5,0,3,4,4,1,3,4,0,5,2,2,5,0,2,4,0,2,4,4,4,0,3,0,5,3,2,3,0,1,3,4,0,4,1,5,2,5,1,4,0,2,4,0,0,0,4,0,0,4,3,2,1,1,1,1,5,1,0,1,4,1,2,3,3,5,4,3,2,1,3,2,0,5,0,3,2,4,5,4,3,4,1,0,0,1,0,4,0,1,4,2,0,0,4,0,3,1,0,1,1,4
5,2,5,1,0,4,1,4,1,5,3,4,1,1,4,2,0,4,0,0,3,2,5,4,2,3,0,4,2,3,0,0,4,1,3,0,4,2,4,5,0,5,0,5,0,3,2,2,4,0,1,2,4,1,0,2,5,4,5,1,0,3,2,0,0,5,0,0,1,5,0,1,3,1,2,4,0,2,0,0,5,0,5,5,5,0,1,1,4,2,0,0,5,0,5,3,4,2,2,1,3,2,4,5,1,4,0,0,0,0,1,0,5,3,0,0,4,5,4,2,3,4,0,4,0,2,5,1,0,4,1,5,0,4,1,3,4,5,0,0,3,2,0,4,4,0,3,0,0,2,4,0,4,0,0,0,0,0,1,5,0,0,0,3,4,0,1,1,0,4,1,0,2,4,2,1,5,5,1,4,0,4,5,4,5,4,0,4,2,2,1,2,3,2,0,0,4,4,3,0,2,0,5,1,0,0,0,0,1,0,2,2,4,0,5,5,2,2,0,0,2,3,2,3,3,2,0,5,0,2,3,2,5,3,4,4,4,1,3,0,0,0,1,2,5,4,1,0,0,2,1,0,5,4,2,0,3,0,3,1,1,3,0,0,1,3,0,1,0,0,3,3,5,5,2,2,3,4,0,3,1,5,0,0,0,5,1,3,2,5,1,0,0,3,0,5,1,0,5,5
0,4,1,3,2,3,3,0,3,4,3,4,0,5,4,3,5,5,4,4,2,2,5,2,0,1,5,1,2,0,0,2,3,0,5,4,5,0,0,3,0,5,0,2,4,3,0,2,3,0,1,2,2,0,0,0,2,4,3,1,0,4,0,0,0,0,1,2,0,1,1,0,0,2,4,2,5,1,4,4,1,3,3,0,1,1,5,0,3,1,2,1,2,3,5,4,0,0,1,3,5,2,1,0,2,0,0,1,0,4,4,1,0,2,5,5,4,5,5,4,4,2,3,1,0,4,0,2,0,4,4,5,0,3,0,1,1,3,0,5,2,4,0,3,0,4,0,2,0,2,3,1,1,0,0,0,2,2,3,0,3,2,4,1,4,3,0,4,1,0,0,0,5,0,4,0,4,5,3,0,5,5,5,0,0,3,0,0,3,3,4,3,2,5,4,1,0,0,5,4,1,2,0,0,0,5,4,1,5,2,2,3,5,5,5,5,5,2,1,1,0,2,5,0,4,4,4,5,5,3,0,3,4,5,0,3,5,2,1,1,0,4,2,0,4,3,4,3,0,1,4,2,5,0,0,1,2,0,5,1,0,0,0,2,4,1,2,3,0,1,0,5,1,0,1,3,4,0,0,5,1,0,2,4,4,0,2,0,5,2,0,1,0,4,0,0,4,1,0,0
0,4,2,2,1,0,4,0,5,1,1,0,0,3,3,0,0,2,5,3,0,1,0,4,0,0,0,2,5,1,2,3,4,5,2,0,4,0,1,1,5,1,0,3,2,0,5,0,5,5,1,0,0,0,0,2,1,1,4,0,2,0,2,0,2,0,4,1,2,4,4,2,1,0,2,4,1,2,2,0,0,1,4,0,0,4,0,3,0,0,4,3,3,1,0,2,1,4,4,4,5,4,1,1,0,3,0,0,2,5,4,2,3,0,0,1,3,2,0,0,0,3,0,5,5,4,0,0,1,5,2,5,4,0,0,2,3,0,1,1,4,0,0,3,1,2,3,2,4,0,2,1,4,5,5,1,0,0,0,0,5,2,4,2,4,3,0,3,0,2,5,1,0,0,3,3,0,4,0,4,4,3,5,0,0,5,0,3,2,3,4,5,2,3,2,3,3,1,1,1,2,4,3,5,1,2,0,2,0,5,1,5,1,0,5,5,0,3,1,0,2,2,0,3,3,3,2,0,4,0,3,4,1,3,1,3,5,3,5,1,3,0,0,4,2,5,2,0,0,3,4,1,4,0,3,3,2,0,0,0,1,0,0,1,1,4,1,5,1,5,0,2,1,5,1,1,0,5,1,4,0,5,0,4,0,0,3,5,2,3,3,4,3,5,5,5,4,2,4,5
4,5,1,1,3,0,0,5,4,0,3,4,1,4,1,1,0,3,0,1,3,5,4,3,0,0,4,0,0,2,1,4,2,4,3,2,5,1,1,4,1,5,2,2,0,0,4,5,3,4,4,0,1,4,1,0,1,0,0,5,2,0,0,5,3,4,4,0,5,3,2,0,1,5,0,0,4,4,0,2,0,0,2,2,1,1,5,2,2,3,5,0,3,3,1,5,0,0,0,4,1,0,4,0,0,1,3,0,0,4,0,1,4,2,5,5,0,4,0,1,1,3,1,4,0,1,2,5,0,0,0,0,2,0,0,3,1,2,3,0,0,0,3,0,1,0,5,4,4,4,2,2,5,2,2,2,2,0,0,2,0,0,1,2,1,1,3,5,0,0,3,4,0,4,4,1,1,3,5,1,0,2,1,5,2,4,4,0,2,2,3,5,0,0,4,4,0,4,2,4,2,3,1,0,5,3,2,3,1,2,3,1,2,2,1,0,1,4,4,0,2,1,2,0,4,2,2,3,0,5,4,3,1,1,4,1,0,2,0,0,0,1,1,3,0,3,4,3,0,0,0,3,4,1,2,5,3,4,0,1,5,0,2,2,2,4,5,0,0,2,5,0,3,5,0,1,5,5,1,0,1,3,4,0,1,5,1,2,2,0,1,5,0,0,0,0,4,0,4,2
2,5,3,1,0,3,1,0,2,1,0,3,5,2,5,1,0,5,3,1,0,0,1,2,4,5,1,0,0,3,2,2,4,3,0,0,2,4,0,0,2,0,3,0,5,3,0,5,5,4,2,2,4,2,3,4,4,0,0,0,1,4,1,0,0,1,5,0,5,3,5,5,2,1,0,4,2,1,2,0,3,5,4,2,2,0,2,0,0,0,0,5,5,0,5,0,4,3,2,0,4,0,1,2,4,1,2,3,2,0,2,0,0,0,4,2,0,5,5,3,3,5,4,0,4,5,0,0,5,0,0,4,3,4,3,3,4,0,0,5,2,5,5,0,3,4,1,1,1,2,2,0,0,0,0,2,4,4,4,4,0,1,4,5,5,0,3,3,5,4,1,0,0,4,0,2,0,4,2,0,2,2,4,5,0,1,2,3,2,0,0,3,4,5,0,0,0,5,2,5,0,0,4,5,2,5,1,0,0,3,1,2,3,3,0,3,3,2,3,3,0,4,1,4,0,0,0,3,4,0,3,5,2,0,0,0,2,2,0,0,0,0,2,3,2,2,4,0,1,3,0,1,4,0,2,0,4,4,4,0,4,1,0,4,5,2,0,3,0,1,1,5,0,3,3,1,4,1,1,0,5,3,3,0,1,0,1,2,0,3,2,3,3,3,0,0,3,0,2,0
2,1,0,5,4,5,2,5,2,4,4,0,4,3,5,5,2,4,1,1,0,3,4,1,3,5,0,4,4,5,0,4,4,0,3,3,0,4,5,0,2,1,0,4,5,1,0,2,0,5,1,5,2,2,2,4,0,5,2,1,0,4,0,0,2,2,1,5,5,2,3,1,5,4,0,3,0,0,0,0,2,4,3,0,5,3,4,3,0,1,5,4,5,3,2,3,0,1,5,0,4,0,3,3,0,5,3,0,4,1,3,0,0,3,3,4,0,2,0,3,2,1,0,3,0,0,1,4,5,4,1,5,5,4,5,0,0,5,0,3,5,3,5,0,1,0,2,1,2,0,3,2,0,5,2,2,2,2,2,4,1,0,1,2,1,0,3,1,0,4,3,4,2,3,5,3,5,0,5,0,1,4,4,3,2,0,0,3,2,1,4,2,2,2,4,0,3,5,1,0,0,4,0,2,3,2,1,0,2,4,4,5,1,0,0,5,3,5,2,0,4,0,0,5,1,0,5,3,0,5,4,5,0,4,2,0,0,0,0,0,1,5,2,3,1,5,0,2,2,0,0,5,3,5,0,0,1,1,5,3,5,0,3,0,3,2,0,0,0,0,4,3,4,3,5,5,3,5,5,3,0,3,1,5,1,0,1,1,3,1,0,3,1,3,0,0,4,4,0,0
5,5,0,4,3,5,5,3,4,3,2,2,0,4,5,2,2,4,0,0,0,3,5,5,2,5,3,0,0,0,1,0,0,1,2,4,4,0,0,0,0,1,2,1,4,5,0,0,3,1,2,3,0,4,0,3,1,0,0,0,0,5,1,1,2,0,0,0,0,1,0,1,5,4,5,1,1,4,0,2,0,3,2,0,0,0,2,4,4,3,0,3,1,3,3,4,0,5,0,5,0,2,1,4,3,3,4,0,3,2,2,2,0,0,3,3,1,1,5,1,2,0,2,2,5,2,0,4,4,1,3,5,4,4,2,4,2,0,0,1,2,2,0,2,5,1,5,4,1,0,2,0,5,0,2,0,5,0,2,3,4,0,5,0,2,1,3,0,5,2,0,1,1,4,2,2,4,1,0,0,5,0,1,0,0,2,0,5,3,5,2,1,0,4,2,5,1,0,4,3,4,0,5,4,0,4,1,5,2,1,0,1,2,4,5,0,0,0,0,0,1,0,5,0,3,5,0,5,2,1,5,4,4,0,4,4,0,5,1,4,4,0,0,4,2,0,0,5,2,3,0,4,3,4,5,1,0,0,0,0,5,1,0,5,4,1,4,4,0,0,0,3,2,4,3,2,5,4,5,2,0,5,1,0,5,3,0,0,4,5,3,1,0,0,1,1,3,0,0,4
0,1,0,1,3,3,2,2,0,5,4,4,3,4,5,5,1,2,4,5,2,2,1,2,0,3,0,1,0,0,4,5,2,0,0,0,4,4,2,4,2,0,4,2,0,0,0,4,2,1,5,3,4,2,0,1,5,4,1,5,0,0,4,5,0,1,0,5,2,0,3,0,2,3,0,4,5,0,0,0,4,0,3,2,1,5,2,4,0,4,2,2,5,3,2,0,0,4,0,5,5,5,1,5,4,0,3,2,2,1,0,1,3,3,2,3,5,4,0,1,0,3,3,0,3,0,2,0,1,3,2,1,0,0,2,5,0,0,1,4,4,0,2,0,1,5,5,4,0,4,5,0,1,1,3,2,2,4,1,4,2,3,0,2,3,0,0,5,4,5,2,0,1,0,3,5,1,4,4,5,4,3,2,0,5,4,0,3,0,4,1,3,3,5,0,0,0,3,0,1,1,2,0,3,0,3,2,0,0,2,2,2,1,4,5,5,3,1,0,4,0,0,4,2,0,5,5,0,2,4,0,5,3,4,0,3,0,4,0,1,2,0,0,0,0,2,1,2,2,4,0,1,4,2,3,1,5,0,0,2,2,0,5,5,4,0,2,2,0,4,3,4,0,4,0,5,5,5,3,3,2,1,0,0,0,5,5,5,0,5,0,4,5,0,4,0,1,5,3,4
3,1,1,3,0,1,0,0,0,0,0,0,5,0,0,1,0,0,1,2,2,1,4,5,3,5,3,0,1,0,1,2,4,3,4,0,0,5,2,2,3,2,5,4,5,2,4,5,1,1,4,4,4,1,0,4,1,4,4,4,1,0,0,1,4,3,0,3,1,4,3,2,2,2,5,4,1,1,0,0,4,5,3,3,5,4,3,0,3,4,4,2,5,1,5,4,0,5,0,3,4,0,5,5,2,0,2,0,0,2,0,5,0,2,5,1,2,1,1,0,4,0,1,5,0,4,0,5,0,3,0,0,1,0,2,5,0,3,0,0,0,5,0,4,3,1,5,2,4,0,4,3,1,0,0,2,0,4,0,1,4,0,0,4,0,1,1,0,4,4,1,2,2,3,5,0,0,1,1,5,0,5,3,4,0,3,4,0,3,3,2,5,5,0,0,2,0,3,3,0,4,5,0,5,5,3,4,0,0,0,4,3,0,5,0,0,5,5,1,4,5,2,1,2,3,1,1,5,3,5,0,2,2,5,0,0,0,3,0,5,0,0,4,1,0,5,0,0,2,5,3,3,5,0,0,0,5,0,0,5,0,0,0,0,5,3,0,0,3,5,4,4,0,5,2,0,1,2,0,1,4,0,3,1,0,2,1,5,4,5,5,1,4,0,0,0,5,0,4,3
